coinpair,length_in_days,balance,config_length,config_multiplier,no_of_orders,number_of_profit_order,number_of_loss_order,average_profit,average_loss,profit_amounts,loss_amounts,avarage_pnl_per_month
btc,409,0,17,21,0,0,0,,,"""[]""","""[]""",0.0
btc,409,0,17,20,0,0,0,,,"""[]""","""[]""",0.0
btc,409,-37,13,18,2,0,2,,-18.7,"""[]""","""[-20.38, -17.01]""",-2.7
btc,409,-59,13,17,3,0,3,,-19.8,"""[]""","""[-23.13, -19.2, -17.01]""",-4.3
btc,409,-28,13,19,1,0,1,,-28.2,"""[]""","""[-28.24]""",-2.1
btc,409,-43,13,10,4,0,4,,-11.0,"""[]""","""[-15.68, -6.76, -3.72, -17.84]""",-3.2
btc,409,-37,13,9,5,0,5,,-7.5,"""[]""","""[-12.34, -4.98, -1.68, -14.51, -3.81]""",-2.7
btc,409,-40,13,8,6,1,5,0.3,-8.2,"""[0.33]""","""[-9.63, -1.09, -14.15, -13.09, -2.93]""",-3.0
btc,409,0,13,22,0,0,0,,,"""[]""","""[]""",0.0
btc,409,-42,13,7,8,1,7,0.3,-6.2,"""[0.33]""","""[-6.78, -0.08, -11.43, -9.55, -9.04, -2.45, -3.83]""",-3.1
btc,409,0,13,21,0,0,0,,,"""[]""","""[]""",0.0
btc,409,0,13,20,0,0,0,,,"""[]""","""[]""",0.0
btc,409,0,21,18,0,0,0,,,"""[]""","""[]""",0.0
btc,409,0,21,17,0,0,0,,,"""[]""","""[]""",0.0
btc,409,0,21,19,0,0,0,,,"""[]""","""[]""",0.0
btc,409,-52,21,10,4,0,4,,-13.2,"""[]""","""[-14.38, -12.4, -10.05, -15.8]""",-3.9
btc,409,-51,21,9,5,0,5,,-10.2,"""[]""","""[-12.34, -5.33, -7.31, -14.51, -11.51]""",-3.7
btc,409,-45,21,8,6,0,6,,-7.6,"""[]""","""[-8.56, -3.91, -5.43, -12.04, -10.05, -5.88]""",-3.4
btc,409,0,21,22,0,0,0,,,"""[]""","""[]""",0.0
btc,409,-40,21,7,7,0,7,,-5.8,"""[]""","""[-6.78, -0.08, -13.13, -1.12, -12.04, -3.81, -3.4]""",-3.0
btc,409,0,21,21,0,0,0,,,"""[]""","""[]""",0.0
btc,409,0,21,20,0,0,0,,,"""[]""","""[]""",0.0
btc,409,-26,16,18,1,0,1,,-26.5,"""[]""","""[-26.47]""",-1.9
btc,409,-62,16,17,3,0,3,,-20.8,"""[]""","""[-21.63, -20.38, -20.28]""",-4.6
btc,409,-28,16,19,1,0,1,,-28.5,"""[]""","""[-28.46]""",-2.1
btc,409,-43,16,10,4,0,4,,-11.0,"""[]""","""[-14.38, -7.99, -3.6, -17.84]""",-3.2
btc,409,-44,16,9,5,0,5,,-8.8,"""[]""","""[-12.34, -4.07, -3.09, -14.51, -10.05]""",-3.2
btc,409,-38,16,8,6,1,5,0.3,-7.7,"""[0.33]""","""[-8.56, -1.85, -12.04, -10.05, -5.88]""",-2.8
btc,409,0,16,22,0,0,0,,,"""[]""","""[]""",0.0
btc,409,-43,16,7,8,1,7,0.3,-6.3,"""[0.33]""","""[-6.78, -0.08, -9.55, -10.47, -9.04, -3.81, -4.04]""",-3.2
btc,409,0,16,21,0,0,0,,,"""[]""","""[]""",0.0
btc,409,0,16,20,0,0,0,,,"""[]""","""[]""",0.0
btc,409,-57,12,18,3,0,3,,-19.1,"""[]""","""[-24.37, -20.38, -12.52]""",-4.2
btc,409,-53,12,17,3,0,3,,-18.0,"""[]""","""[-22.27, -19.2, -12.52]""",-4.0
btc,409,-37,12,19,2,0,2,,-19.0,"""[]""","""[-23.36, -14.63]""",-2.8
btc,409,-38,12,10,4,0,4,,-9.6,"""[]""","""[-15.68, -6.76, -3.72, -12.14]""",-2.8
btc,409,-47,12,9,6,0,6,,-8.0,"""[]""","""[-12.34, -2.02, -14.15, -1.68, -14.79, -2.93]""",-3.5
btc,409,-40,12,8,6,0,6,,-6.7,"""[]""","""[-8.56, -1.09, -13.28, -1.68, -13.09, -2.45]""",-2.9
btc,409,-19,12,22,1,0,1,,-19.0,"""[]""","""[-19.01]""",-1.4
btc,409,-29,12,7,7,2,5,0.2,-6.1,"""[0.33, 0.15]""","""[-6.78, -0.08, -10.59, -9.04, -3.83]""",-2.2
btc,409,-19,12,21,1,0,1,,-19.0,"""[]""","""[-19.01]""",-1.4
btc,409,-28,12,20,1,0,1,,-28.2,"""[]""","""[-28.24]""",-2.1
btc,409,0,19,18,0,0,0,,,"""[]""","""[]""",0.0
btc,409,0,19,17,0,0,0,,,"""[]""","""[]""",0.0
btc,409,0,19,19,0,0,0,,,"""[]""","""[]""",0.0
btc,409,-48,19,10,4,0,4,,-12.2,"""[]""","""[-14.38, -8.55, -8.22, -17.84]""",-3.6
btc,409,-40,19,9,4,0,4,,-10.2,"""[]""","""[-14.38, -5.33, -5.43, -15.5]""",-3.0
btc,409,-37,19,8,5,0,5,,-7.5,"""[]""","""[-8.56, -3.91, -3.09, -12.04, -10.05]""",-2.8
btc,409,0,19,22,0,0,0,,,"""[]""","""[]""",0.0
btc,409,-49,19,7,8,1,7,0.3,-7.1,"""[0.33]""","""[-7.2, -0.84, -11.43, -10.47, -12.04, -3.81, -3.83]""",-3.6
btc,409,0,19,21,0,0,0,,,"""[]""","""[]""",0.0
btc,409,0,19,20,0,0,0,,,"""[]""","""[]""",0.0
btc,409,0,20,18,0,0,0,,,"""[]""","""[]""",0.0
btc,409,0,20,17,0,0,0,,,"""[]""","""[]""",0.0
btc,409,0,20,19,0,0,0,,,"""[]""","""[]""",0.0
btc,409,-54,20,10,4,0,4,,-13.7,"""[]""","""[-14.38, -12.4, -10.05, -17.84]""",-4.0
btc,409,-42,20,9,4,0,4,,-10.6,"""[]""","""[-14.38, -5.33, -7.31, -15.5]""",-3.1
btc,409,-39,20,8,5,0,5,,-8.0,"""[]""","""[-8.56, -3.91, -5.43, -12.04, -10.05]""",-2.9
btc,409,0,20,22,0,0,0,,,"""[]""","""[]""",0.0
btc,409,-39,20,7,7,0,7,,-5.7,"""[]""","""[-6.78, -0.84, -11.43, -1.12, -12.04, -3.81, -3.83]""",-2.9
btc,409,0,20,21,0,0,0,,,"""[]""","""[]""",0.0
btc,409,0,20,20,0,0,0,,,"""[]""","""[]""",0.0
btc,409,0,18,18,0,0,0,,,"""[]""","""[]""",0.0
btc,409,-20,18,17,1,0,1,,-20.3,"""[]""","""[-20.28]""",-1.5
btc,409,0,18,19,0,0,0,,,"""[]""","""[]""",0.0
btc,409,-46,18,10,4,0,4,,-11.7,"""[]""","""[-14.38, -8.55, -6.04, -17.84]""",-3.4
btc,409,-34,18,9,4,0,4,,-8.7,"""[]""","""[-10.55, -4.98, -3.6, -15.5]""",-2.5
btc,409,-35,18,8,5,0,5,,-7.1,"""[]""","""[-8.56, -2.12, -1.12, -13.49, -10.05]""",-2.6
btc,409,0,18,22,0,0,0,,,"""[]""","""[]""",0.0
btc,409,-48,18,7,8,1,7,0.3,-7.0,"""[0.33]""","""[-6.78, -0.08, -11.43, -10.47, -12.04, -3.81, -4.47]""",-3.6
btc,409,0,18,21,0,0,0,,,"""[]""","""[]""",0.0
btc,409,0,18,20,0,0,0,,,"""[]""","""[]""",0.0
btc,409,0,22,18,0,0,0,,,"""[]""","""[]""",0.0
btc,409,0,22,17,0,0,0,,,"""[]""","""[]""",0.0
btc,409,0,22,19,0,0,0,,,"""[]""","""[]""",0.0
btc,409,-53,22,10,4,0,4,,-13.5,"""[]""","""[-15.68, -12.4, -10.05, -15.77]""",-3.9
btc,409,-50,22,9,5,0,5,,-10.1,"""[]""","""[-14.38, -5.33, -6.04, -13.49, -11.51]""",-3.7
btc,409,-46,22,8,6,0,6,,-7.7,"""[]""","""[-8.56, -3.91, -5.43, -12.04, -10.36, -5.88]""",-3.4
btc,409,0,22,22,0,0,0,,,"""[]""","""[]""",0.0
btc,409,-38,22,7,7,0,7,,-5.6,"""[]""","""[-7.2, -0.08, -11.43, -1.12, -12.04, -3.81, -3.2]""",-2.8
btc,409,0,22,21,0,0,0,,,"""[]""","""[]""",0.0
btc,409,0,22,20,0,0,0,,,"""[]""","""[]""",0.0
