coinpair,length_in_days,balance,config_length,config_multiplier,no_of_orders,number_of_profit_order,average_profit,number_of_loss_order,average_loss,avarage_pnl_per_month,profit_amounts,loss_amounts
xrp,681.8333333333333,9.15321900839585,15,11,23,7,17.79680029568277,16,-7.214023941336475,0.40273268675415624,"""[29.878354978354984, 11.14715261958997, 27.407836990595616, 0.41523297491038724, 0.6756813417190852, 33.432357473035445, 21.62098569157394]""","""[-1.7322492889823162, -7.699440843817521, -9.840882917466416, -10.13047935716265, -6.280105944673342, -5.87200577200576, -6.82108843537415, -14.829729729729728, -5.65712270803949, -9.272841978770279, -9.695834366476571, -6.74997217584863, -6.981077038145103, -7.868232498629132, -2.1152612013304593, -3.8780588049320315]"""
xrp,681.8333333333333,12.697044035090652,15,12,20,6,20.679661216725474,14,-7.955780233233012,0.558657522932368,"""[28.309090909090923, 6.320765027322411, 26.811076443057715, 7.5836917562724, 33.432357473035445, 21.62098569157394]""","""[-3.9085816742920665, -8.385677976871271, -11.016506717850284, -11.626738708783604, -8.267447306791578, -1.1678210678210623, -10.127027027027033, -9.272841978770279, -12.43469584034624, -10.903400054839606, -7.355048616305163, -8.416578322061778, -2.1152612013304593, -6.383296772171736]"""
xrp,681.8333333333333,-10.533559496303432,15,13,20,6,19.727530222754343,14,-9.207052916630678,-0.46346631858582693,"""[27.335064935064935, 7.003825136612029, 26.024031007751926, 4.696163069544369, 32.758243451463784, 20.547853736089028]""","""[-5.4188899707887, -9.97189148455162, -11.016506717850284, -14.283813443072694, -8.828542333430324, -3.1817076618603397, -11.883783783783775, -11.996655317444423, -12.43469584034624, -10.903400054839606, -10.247095487409625, -9.513269968927078, -2.4591343341782026, -6.759354434346596]"""
xrp,681.8333333333333,1.3402944940361308,15,14,18,6,18.514288741954886,12,-9.145453163141097,0.05897164725653961,"""[24.35887445887447, 6.675956284153004, 26.024031007751926, 4.696163069544369, 30.909244992295843, 18.42146263910971]""","""[-5.4188899707887, -12.901528540721289, -14.283813443072694, -11.647212741751996, -3.1817076618603397, -6.736155606407322, -11.996655317444423, -12.69918249579226, -10.903400054839606, -10.247095487409625, -2.9704422032583255, -6.759354434346596]"""
xrp,681.8333333333333,-32.49986095014503,15,15,18,6,14.575576268293952,12,-9.996109879992396,-1.4299621048707176,"""[24.35887445887447, 5.883606557377059, 22.786334610472544, 4.696163069544369, 13.227688399661302, 16.500790513833984]""","""[-8.494855918075734, -13.21280342693956, -15.959630032644167, -12.216040955631406, -3.509411101718794, -7.372727272727261, -12.155177928828461, -12.987713392642458, -10.903400054839606, -10.247095487409625, -4.490988927071404, -8.40347406138028]"""
xrp,681.8333333333333,-21.60110513241531,15,16,16,6,14.149800243975626,10,-10.649990659626905,-0.9504275052150468,"""[23.323665146230223, 6.261392925692349, 22.786334610472544, 4.696163069544369, 13.227688399661302, 14.603557312252969]""","""[-8.494855918075734, -15.339887111947323, -17.52526259089686, -6.182191780821917, -8.562623413258102, -13.231911532385457, -14.021615773022363, -10.247095487409625, -4.490988927071404, -8.40347406138028]"""
xrp,681.8333333333333,-1.062058327969027,15,17,14,6,13.513024534085936,8,-10.267525691560579,-0.046729527996681716,"""[21.210602024507196, 5.140174672489082, 22.786334610472544, 4.696163069544369, 13.227688399661302, 14.017184427841128]""","""[-9.252102031176193, -15.339887111947323, -10.22060828526482, -8.872919605077563, -14.752448657187992, -10.425951729285888, -4.87281405116457, -8.40347406138028]"""
xrp,681.8333333333333,23.833168900306553,15,18,11,6,12.017544510580867,5,-9.654419632635728,1.0486361285884087,"""[25.99304932735426, 2.683842794759822, 11.801928112354213, 4.696163069544369, 13.227688399661302, 13.702595359811232]""","""[-10.494053798961783, -10.22060828526482, -13.068864917872029, -4.87281405116457, -9.615757109915442]"""
xrp,681.8333333333333,10.467061826178098,15,19,9,5,10.016229867230376,4,-9.903521877493445,0.4605404861188115,"""[22.662863534675623, 1.876712699702132, 11.801928112354213, 1.7312622629169432, 12.008382726502964]""","""[-11.279978949830431, -10.22060828526482, -13.068864917872029, -5.044635357006497]"""
xrp,681.8333333333333,2.907578956759339,15,20,9,4,11.82370348652505,5,-8.877446997868171,0.1279306311944955,"""[21.607790407540886, 1.876712699702132, 11.801928112354213, 12.008382726502964]""","""[-14.660853927369757, -10.22060828526482, -13.828855111546947, -0.44136974610624924, -5.235547919053079]"""
xrp,681.8333333333333,5.386778216895211,15,21,9,4,11.82370348652505,5,-8.381607145840997,0.23701297458839843,"""[21.607790407540886, 1.876712699702132, 11.801928112354213, 12.008382726502964]""","""[-15.895519816197593, -6.182191780821917, -13.828855111546947, -0.44136974610624924, -5.560099274532277]"""
xrp,681.8333333333333,-4.646211697761258,15,22,9,4,10.516753337088591,5,-9.342645009223125,-0.2044287718398989,"""[16.837229437229436, 1.876712699702132, 11.801928112354213, 11.55114309906858]""","""[-20.471614058652335, -6.182191780821917, -13.828855111546947, -0.44136974610624924, -5.789194348988172]"""
xrp,681.8333333333333,4.291605922512476,15,23,8,4,10.156047097203404,4,-9.083145616575283,0.18882646444689458,"""[16.837229437229436, 1.3274171828709858, 11.111616281837666, 11.347925486875527]""","""[-20.471614058652335, -6.719449741214925, -0.44136974610624924, -8.700148920327628]"""
xrp,681.8333333333333,-6.575655039632906,15,24,8,4,8.108964073684202,4,-9.752877833592429,-0.2893223923573511,"""[9.559090909090914, 1.0850255857796818, 10.968793144489418, 10.822946655376798]""","""[-20.471614058652335, -8.52361863488623, -1.3161297205035167, -8.700148920327628]"""
xrp,681.8333333333333,-15.692919558786278,16,5,82,21,10.16948390073066,61,-3.7582308438381977,-0.6904731167395576,"""[31.10896717373898, 0.13284481577866522, 5.574028941355684, 2.2410916020144263, 6.425792417650722, 7.747328244274809, 6.169592476489035, 1.4689757252812394, 5.386725663716799, 12.352639555443298, 6.388794023479186, 1.607779886148, 7.208021695689412, 0.4760670332547734, 9.075285070273143, 10.624385468783993, 4.8075553526592145, 8.710192183113799, 55.733855145063664, 0.3119262455865027, 30.00731319554848]""","""[-2.1937349009502354, -5.839673390970215, -7.775649663137641, -0.08676723567553409, -5.762285136501518, -6.528015564202335, -9.093528230305735, -1.0533366783743165, -2.8826086956521846, -5.171238831200197, -10.375614140203714, -0.280668473351397, -3.733037114479867, -1.083519404572031, -5.88064516129033, -2.7601830663615647, -4.789331770222747, -4.567281879194628, -4.454971240755956, -4.385408185129637, -1.2812714776632312, -0.5991680532445951, -1.9119747899159707, -4.672271386430679, -3.945180875284592, -1.7416643079535883, -0.27030939540164334, -0.5144464179988195, -1.3309207287050726, -4.847137404580159, -2.9301886792452807, -6.547658739887225, -5.70502881089575, -2.585301977552105, -1.6288015288015272, -1.9945312500000083, -1.3092130518234113, -7.831568998109649, -5.600526870389874, -3.498665554628865, -4.057219251336901, -6.3101313320825545, -9.660263485846531, -0.46855036855037346, -4.494491697043337, -3.1728951357310167, -2.473516552154902, -2.2080873898045246, -4.110544153643379, -6.203199556130927, -1.949301593547111, -0.9110300081103008, -0.5169976171564935, -2.3916666666666666, -2.915474984808593, -13.953727144866376, -5.347160454327297, -1.5159292035398277, -0.600888673452899, -3.214238658481815, -3.3334384858044106]"""
xrp,681.8333333333333,-9.76407592670695,16,6,64,17,11.848927777530054,47,-4.493528683930167,-0.4296097938907971,"""[25.63587281599244, 4.354203262233373, 1.329920410090389, 3.999605223200732, 0.9978956999085064, 5.511161662117082, 4.516699914505556, 5.255867650559396, 3.5998545001039246, 13.888010276905506, 29.440654699049624, 4.35103857566766, 8.335549817086296, 52.91607180129408, 0.5847935548841923, 32.510897306056286, 4.203675048355909]""","""[-4.075095785440601, -7.909747504403993, -3.2207598371777504, -2.408294209702667, -7.88015703069236, -6.528015564202335, -1.45474159558455, -4.299604743083007, -6.1854865974402315, -13.439196716505435, -4.2819132253005785, -2.450145233694208, -4.628624323554549, -5.404806565064479, -0.07084548104956591, -1.1422698320787472, -5.196476510067112, -6.5872464350271125, -2.935216371775748, -2.1590682196339475, -0.12679528403000778, -4.252781338118429, -6.1805860805860755, -4.248747786491265, -2.6266704098820908, -3.0103608847497116, -3.69971202303816, -1.0088548428979496, -5.7791415859722575, -3.1037214247740503, -3.8156704361874083, -1.0115593483320262, -7.831568998109649, -7.109539610120281, -7.354174397031543, -10.942086523055004, -2.276123652633728, -4.9197650870797975, -3.6819506900294634, -3.412511830399387, -6.203199556130927, -2.703758809710265, -0.6865102639296193, -2.637878787878803, -13.953727144866376, -1.5159292035398277, -4.844810363664755]"""
xrp,681.8333333333333,7.928884880611124,16,7,47,14,12.949220586228083,33,-5.2533394947449095,0.3488631822317288,"""[24.659955926334014, 3.88546021030768, 0.7944543828264767, 2.59622528460156, 2.7013582342954217, 2.9468935967626835, 3.5998545001039246, 16.110710128055867, 31.590899299946138, 3.3695275051358116, 7.570940170940168, 50.599227718639106, 0.28267875125881425, 30.580902497985505]""","""[-5.329625696840987, -4.322397062680291, -8.146692607003887, -3.3611401543440382, -5.652837573385518, -1.3169151201703695, -4.064527908189878, -9.505405405405405, -5.9616647127784335, -0.6247813411078785, -1.1422698320787472, -6.035402684563756, -7.792307692307692, -5.426064164395046, -3.8021630615640563, -1.6625000000000045, -4.790288044863617, -4.957070579306854, -2.6266704098820908, -1.6733814805261786, -6.074432559352981, -4.773884341167149, -5.433591931730017, -16.941730461100228, -4.138772213247165, -5.912069663831511, -8.937772397094431, -3.9992996403558494, -5.572822040208484, -5.740074211502779, -13.953727144866376, -2.6164289148902147, -1.071492275840101]"""
xrp,681.8333333333333,-68.94299141594942,16,8,42,11,11.602205534883723,31,-6.3408791064409815,-3.0334242128748223,"""[17.535392829900843, 2.5265214606021877, 2.1228474957794083, 0.4712925493930048, 0.7988764044943851, 13.111845102505693, 30.722835700884477, 2.340677966101689, 7.272682718943111, 21.28865368331921, 29.43263497179694]""","""[-4.322397062680291, -8.588228004956624, -5.999632802937565, -6.827005870841493, -2.193023255813949, -2.239843279083784, -3.0725829725829654, -6.317616580310887, -10.748648648648645, -7.632239155920281, -2.654535017221574, -3.7368762334367136, -11.928388131515637, -9.287907528156488, -5.803501782344307, -3.8021630615640563, -7.01516709511569, -6.484576865297939, -3.132004491858515, -4.8208121827411174, -5.894047932578342, -16.941730461100228, -7.692407592407578, -5.912069663831511, -8.937772397094431, -5.459477124182997, -1.669640373534664, -5.423901712583759, -16.218143459915606, -4.7394192835726825, -1.071492275840101]"""
xrp,681.8333333333333,-51.49160804621542,16,9,34,9,12.469388645781331,25,-6.548644234329896,-2.265580407802194,"""[0.9215664018161175, 1.1841987716359554, 23.892106005074712, 12.456947608200448, 28.788302086083974, 1.6401129943502788, 6.252891515407349, 17.308975444538525, 19.77939698492463]""","""[-7.280073706951327, -11.258930218260067, -6.758506731946145, -8.91130507065669, -3.1773827308036977, -3.794083694083688, -7.729288274449562, -12.964864864864857, -2.4906705539358716, -0.5276985743380836, -5.778036605657236, -7.01516709511569, -7.38985866600545, -5.358764607679458, -4.8208121827411174, -7.9795811518324635, -16.941730461100228, -8.823110321689365, -6.499351964358043, -8.937772397094431, -5.870308123249286, -1.669640373534664, -5.423901712583759, -5.023465362158751, -1.291800413157469]"""
xrp,681.8333333333333,2.913955647781115,16,10,26,8,15.674690500458077,18,-6.804642686437971,0.12821119936460543,"""[23.892106005074712, 11.887471526195892, 27.674869109947632, 0.7512544802867316, 4.596016771488476, 33.432357473035445, 0.49335443037974736, 22.670094207255968]""","""[-1.7322492889823162, -7.280073706951327, -8.006976744186046, -9.07755610972568, -5.140023717758676, -5.1793650793650645, -1.0599561162918276, -12.337583205325142, -12.964864864864857, -3.0283850391417797, -3.5759895519389158, -9.272841978770279, -6.484576865297939, -5.358764607679458, -4.8208121827411174, -16.941730461100228, -7.466112228111863, -2.75570660765097]"""
xrp,681.8333333333333,9.741876992248491,16,11,23,7,17.785492486537528,16,-7.172285650844638,0.42863306247976746,"""[29.878354978354984, 11.602733485193614, 27.141918665276325, 0.1464157706093167, 0.6756813417190852, 33.432357473035445, 21.62098569157394]""","""[-2.0166563620625646, -7.699440843817521, -11.016506717850284, -10.13047935716265, -6.132960565038262, -5.467965367965353, -6.079155238617659, -14.829729729729728, -5.65712270803949, -9.272841978770279, -9.695834366476571, -5.915247634947127, -6.981077038145103, -7.868232498629132, -2.1152612013304593, -3.8780588049320315]"""
xrp,681.8333333333333,11.568197909161025,16,12,20,6,21.332857602634437,14,-8.316353407617543,0.5089893971275934,"""[28.309090909090923, 10.239943342776215, 26.811076443057715, 7.5836917562724, 33.432357473035445, 21.62098569157394]""","""[-3.9085816742920665, -8.385677976871271, -11.016506717850284, -11.626738708783604, -8.267447306791578, -3.1817076618603397, -10.208108108108105, -11.996655317444423, -12.43469584034624, -8.10658075130244, -10.247095487409625, -8.416578322061778, -2.2492770613520925, -6.383296772171736]"""
xrp,681.8333333333333,-11.816293160032178,16,13,20,6,19.83850681678179,14,-9.346238147194496,-0.5199053455892917,"""[28.309090909090923, 7.003825136612029, 26.024031007751926, 4.696163069544369, 32.45007704160247, 20.547853736089028]""","""[-5.4188899707887, -9.921652851042458, -12.50403071017275, -14.283813443072694, -8.828542333430324, -3.1817076618603397, -11.883783783783775, -11.996655317444423, -12.43469584034624, -10.903400054839606, -10.247095487409625, -9.513269968927078, -2.9704422032583255, -6.759354434346596]"""
xrp,681.8333333333333,1.6248947370642397,16,14,18,6,18.514288741954886,12,-9.12173647622209,0.07149377968016699,"""[24.35887445887447, 6.675956284153004, 26.024031007751926, 4.696163069544369, 30.909244992295843, 18.42146263910971]""","""[-5.4188899707887, -12.50403071017275, -14.283813443072694, -11.647212741751996, -3.1817076618603397, -6.736155606407322, -11.996655317444423, -12.69918249579226, -10.903400054839606, -10.247095487409625, -3.083339790778762, -6.759354434346596]"""
xrp,681.8333333333333,-36.021233990516755,16,15,18,6,14.575576268293952,12,-10.289557633356708,-1.5848990756032797,"""[24.35887445887447, 5.883606557377059, 22.786334610472544, 4.696163069544369, 13.227688399661302, 16.500790513833984]""","""[-8.494855918075734, -12.901528540721289, -16.3132752992383, -12.216040955631406, -4.8777777777777755, -7.372727272727261, -13.231911532385457, -14.021615773022363, -10.903400054839606, -10.247095487409625, -4.490988927071404, -8.40347406138028]"""
xrp,681.8333333333333,-21.546886168289863,16,16,16,6,13.982099965832,10,-10.543948596328184,-0.9480419238064474,"""[23.323665146230223, 5.255191256830604, 22.786334610472544, 4.696163069544369, 13.227688399661302, 14.603557312252969]""","""[-8.494855918075734, -15.339887111947323, -17.52526259089686, -6.719449741214925, -8.562623413258102, -14.752448657187992, -10.903400054839606, -10.247095487409625, -4.490988927071404, -8.40347406138028]"""
xrp,681.8333333333333,1.1111888648422954,16,17,13,6,12.874293682524701,7,-10.876367604329415,0.04889122358142586,"""[28.36262341325812, 5.140174672489082, 11.801928112354213, 4.696163069544369, 13.227688399661302, 14.017184427841128]""","""[-9.4764761454889, -15.339887111947323, -10.22060828526482, -14.752448657187992, -13.068864917872029, -4.87281405116457, -8.40347406138028]"""
xrp,681.8333333333333,15.305307993864,16,18,11,6,12.017544510580867,5,-11.359991813924237,0.6734185868725301,"""[25.99304932735426, 2.683842794759822, 11.801928112354213, 4.696163069544369, 13.227688399661302, 13.702595359811232]""","""[-10.9777282328092, -17.65994358251058, -10.22060828526482, -13.068864917872029, -4.87281405116457]"""
xrp,681.8333333333333,6.951626954682746,16,19,9,5,10.071280478680901,4,-10.85119385968044,0.3058647890107295,"""[22.938116591928246, 1.876712699702132, 11.801928112354213, 1.7312622629169432, 12.008382726502964]""","""[-14.272494172494165, -10.22060828526482, -13.828855111546947, -5.08281786941582]"""
xrp,681.8333333333333,2.577445394152837,16,20,9,4,11.82370348652505,5,-8.943473710389473,0.11340507722989751,"""[21.607790407540886, 1.876712699702132, 11.801928112354213, 12.008382726502964]""","""[-14.819166184134334, -10.22060828526482, -13.828855111546947, -0.44136974610624924, -5.407369224895007]"""
xrp,681.8333333333333,5.157683142439316,16,21,9,4,11.82370348652505,5,-8.427426160732177,0.22693301531143412,"""[21.607790407540886, 1.876712699702132, 11.801928112354213, 12.008382726502964]""","""[-15.895519816197593, -6.182191780821917, -13.828855111546947, -0.44136974610624924, -5.789194348988172]"""
xrp,681.8333333333333,7.272001381475696,16,22,8,4,10.31659174064428,4,-8.498591395275357,0.3199609505415853,"""[16.837229437229436, 1.766378144441444, 11.111616281837666, 11.55114309906858]""","""[-20.471614058652335, -6.719449741214925, -0.44136974610624924, -6.3619320351279205]"""
xrp,681.8333333333333,2.6879922560701277,16,23,8,4,9.887930216036645,4,-9.215932152019114,0.11826903106639527,"""[16.837229437229436, 1.3274171828709858, 10.564127588669367, 10.822946655376798]""","""[-20.471614058652335, -7.250595882990243, -0.44136974610624924, -8.700148920327628]"""
xrp,681.8333333333333,-9.01774915051624,16,24,8,4,7.652422892891527,4,-9.906860180520585,-0.39677214546392653,"""[9.559090909090914, 0.8157015890115697, 9.564365627231618, 10.670533446232005]""","""[-20.471614058652335, -9.139548022598861, -1.3161297205035167, -8.700148920327628]"""
xrp,681.8333333333333,-34.70841519149282,17,5,84,21,9.98500990678132,63,-3.8792638608555623,-1.5271363320627493,"""[27.810328262610067, 0.13284481577866522, 5.574028941355684, 2.2410916020144263, 6.425792417650722, 7.747328244274809, 6.169592476489035, 1.4689757252812394, 5.386725663716799, 12.352639555443298, 6.388794023479186, 1.607779886148, 7.208021695689412, 0.31830065359476867, 9.075285070273143, 8.992886665216435, 4.8075553526592145, 8.710192183113799, 55.733855145063664, 0.15465230166504976, 31.378537360890295]""","""[-2.1937349009502354, -6.658743006784897, -7.775649663137641, -6.0947299077733845, -1.534533124673971, -5.054499494438827, -6.528015564202335, -9.093528230305735, -1.0533366783743165, -2.8826086956521846, -5.171238831200197, -10.375614140203714, -0.280668473351397, -3.733037114479867, -1.188688263409451, -2.7601830663615647, -4.789331770222747, -5.196476510067112, -3.0580936729663155, -4.385408185129637, -1.2812714776632312, -0.5991680532445951, -11.651983927674532, -1.9119747899159707, -4.672271386430679, -3.945180875284592, -1.7416643079535883, -0.27030939540164334, -0.5144464179988195, -1.3309207287050726, -4.847137404580159, -2.6236593059936957, -5.665089482716351, -5.70502881089575, -2.585301977552105, -1.6288015288015272, -1.9945312500000083, -1.3092130518234113, -7.831568998109649, -5.600526870389874, -3.7798336798336787, -3.97497323913509, -6.3101313320825545, -9.660263485846531, -2.557002457002459, -2.3302591922845086, -4.494491697043337, -3.1728951357310167, -2.2276595744680767, -2.2080873898045246, -4.110544153643379, -6.203199556130927, -1.949301593547111, -0.9110300081103008, -0.5169976171564935, -2.3916666666666666, -2.915474984808593, -13.953727144866376, -5.347160454327297, -1.5159292035398277, -0.600888673452899, -1.905766312594844, -3.8381703470031634]"""
xrp,681.8333333333333,-27.174649786082597,17,6,65,19,9.87985295891638,46,-4.671562087075952,-1.1956580204094032,"""[25.63587281599244, 4.6433316557624655, 1.329920410090389, 3.999605223200732, 0.9978956999085064, 5.511161662117082, 4.630692504987178, 5.255867650559396, 3.5998545001039246, 0.43590568060021484, 13.888010276905506, 8.585322069693765, 6.643528388079189, 4.35103857566766, 8.312220309810677, 52.91607180129408, 0.5847935548841923, 32.510897306056286, 3.885216133697581]""","""[-4.075095785440601, -7.909747504403993, -3.2207598371777504, -2.408294209702667, -7.88015703069236, -6.528015564202335, -1.45474159558455, -4.299604743083007, -6.1854865974402315, -13.439196716505435, -4.2819132253005785, -2.707321569660249, -3.1760467103389436, -5.404806565064479, -0.07084548104956591, -1.1422698320787472, -6.035402684563756, -6.5872464350271125, -2.4235983798763634, -2.1590682196339475, -4.252781338118429, -6.1805860805860755, -4.248747786491265, -2.6266704098820908, -3.0103608847497116, -3.69971202303816, -1.0088548428979496, -5.803819989534272, -3.1037214247740503, -3.8156704361874083, -1.0115593483320262, -7.831568998109649, -7.109539610120281, -7.354174397031543, -10.942086523055004, -2.276123652633728, -4.9197650870797975, -3.5921620363184803, -3.412511830399387, -6.203199556130927, -2.703758809710265, -5.442516753536868, -2.637878787878803, -13.953727144866376, -1.5159292035398277, -4.844810363664755]"""
xrp,681.8333333333333,6.365246257180617,17,7,46,13,13.646516807026645,33,-5.183014310126236,0.28006461165791036,"""[21.2757280025185, 1.6682700630641745, 2.794181489297557, 2.59622528460156, 2.7013582342954217, 2.9468935967626835, 3.5998545001039246, 16.110710128055867, 31.590899299946138, 3.3695275051358116, 7.570940170940168, 50.599227718639106, 30.580902497985505]""","""[-5.329625696840987, -4.322397062680291, -8.146692607003887, -3.3611401543440382, -5.652837573385518, -1.3169151201703695, -4.064527908189878, -9.505405405405405, -5.9616647127784335, -1.1727747173093597, -1.1422698320787472, -7.860067114093955, -7.792307692307692, -5.426064164395046, -2.575041597337775, -1.6625000000000045, -4.790288044863617, -2.6266704098820908, -1.6733814805261786, -6.123468057366365, -4.773884341167149, -5.433591931730017, -16.941730461100228, -4.274228675136115, -5.912069663831511, -8.937772397094431, -3.9992996403558494, -0.019678714859435453, -5.572822040208484, -5.740074211502779, -13.953727144866376, -3.903061385513652, -1.071492275840101]"""
xrp,681.8333333333333,-60.136218910986315,17,8,42,10,13.267552562039606,32,-6.0253670166057,-2.645934833531542,"""[20.271526693724642, 3.939485647486689, 2.1228474957794083, 0.7988764044943851, 15.505095541401277, 30.722835700884477, 2.340677966101689, 6.252891515407349, 21.28865368331921, 29.43263497179694]""","""[-4.322397062680291, -8.61920693928128, -5.999632802937565, -6.827005870841493, -2.193023255813949, -2.239843279083784, -3.0725829725829654, -5.514507772020733, -10.748648648648645, -6.547831184056277, -2.654535017221574, -3.7368762334367136, -0.1236630383341195, -11.928388131515637, -8.855211435378205, -5.614782973369676, -3.8021630615640563, -5.581597494126864, -6.484576865297939, -2.879337450870303, -4.8208121827411174, -6.605135633394786, -16.941730461100228, -7.692407592407578, -5.912069663831511, -8.937772397094431, -5.459477124182997, -1.669640373534664, -5.423901712583759, -16.218143459915606, -4.313350165693555, -1.071492275840101]"""
xrp,681.8333333333333,-23.763280978762022,17,9,32,9,14.085739769632864,23,-6.544997343715556,-1.0455611283737876,"""[1.9642201834862374, 0.8460211463550402, 37.73478996334931, 12.456947608200448, 28.788302086083974, 1.6401129943502788, 6.252891515407349, 17.308975444538525, 19.77939698492463]""","""[-4.322397062680291, -11.258930218260067, -6.758506731946145, -4.4313953488372, -4.402360322677031, -3.794083694083688, -7.422068612391196, -12.964864864864857, -2.4906705539358716, -5.502586566541506, -7.01516709511569, -7.38985866600545, -4.524040066777955, -4.8208121827411174, -7.9795811518324635, -16.941730461100228, -8.823110321689365, -6.499351964358043, -8.937772397094431, -5.870308123249286, -1.669640373534664, -5.423901712583759, -1.291800413157469]"""
xrp,681.8333333333333,-9.164816449574563,17,10,26,8,15.21006549108251,18,-7.269185576568589,-0.4032429628265513,"""[35.33839864674372, 11.883002832861193, 27.674869109947632, 1.4367231638418017, 4.994339622641507, 17.308975444538525, 0.37412090082972516, 22.670094207255968]""","""[-1.7322492889823162, -7.280073706951327, -8.006976744186046, -8.91130507065669, -5.140023717758676, -5.1793650793650645, -1.0599561162918276, -12.964864864864857, -3.0283850391417797, -9.272841978770279, -7.962595419847337, -10.19858138975715, -5.358764607679458, -6.507379705809025, -16.941730461100228, -11.078428351309705, -7.466112228111863, -2.75570660765097]"""
xrp,681.8333333333333,5.079645065282007,17,11,23,6,20.675092749474242,17,-6.998288907739027,0.22349941621871458,"""[29.878354978354984, 11.830523917995443, 27.141918665276325, 0.1464157706093167, 33.432357473035445, 21.62098569157394]""","""[-3.9085816742920665, -7.699440843817521, -9.840882917466416, -10.13047935716265, -6.132960565038262, -5.87200577200576, -6.82108843537415, -13.829729729729731, -6.798430493273551, -11.996655317444423, -8.81306960440661, -5.915247634947127, -6.981077038145103, -0.3697095435684581, -7.868232498629132, -2.1152612013304593, -3.8780588049320315]"""
xrp,681.8333333333333,10.232465576261557,17,12,20,6,21.38951482643047,14,-8.436044527308662,0.4502184805003863,"""[28.309090909090923, 10.579886685552411, 26.811076443057715, 7.5836917562724, 33.432357473035445, 21.62098569157394]""","""[-3.9085816742920665, -8.385677976871271, -11.016506717850284, -11.626738708783604, -8.267447306791578, -3.1817076618603397, -11.883783783783775, -11.996655317444423, -12.43469584034624, -8.10658075130244, -10.247095487409625, -8.416578322061778, -2.2492770613520925, -6.383296772171736]"""
xrp,681.8333333333333,-12.790319134058183,17,13,20,6,19.676169154444125,14,-9.346238147194496,-0.5627615360866471,"""[27.335064935064935, 7.003825136612029, 26.024031007751926, 4.696163069544369, 32.45007704160247, 20.547853736089028]""","""[-5.4188899707887, -9.921652851042458, -12.50403071017275, -14.283813443072694, -8.828542333430324, -3.1817076618603397, -11.883783783783775, -11.996655317444423, -12.43469584034624, -10.903400054839606, -10.247095487409625, -9.513269968927078, -2.9704422032583255, -6.759354434346596]"""
xrp,681.8333333333333,-5.099787028815758,17,14,18,6,18.382230454158897,12,-9.61609747948076,-0.22438564292027294,"""[24.35887445887447, 5.883606557377059, 26.024031007751926, 4.696163069544369, 30.909244992295843, 18.42146263910971]""","""[-7.470802572040957, -12.50403071017275, -15.007508161044603, -11.647212741751996, -3.1817076618603397, -7.372727272727261, -11.996655317444423, -12.69918249579226, -10.903400054839606, -10.247095487409625, -4.490988927071404, -7.87185835161391]"""
xrp,681.8333333333333,-37.48103158899114,17,15,18,6,14.575576268293952,12,-10.411207433229572,-1.649128742610219,"""[24.35887445887447, 5.883606557377059, 22.786334610472544, 4.696163069544369, 13.227688399661302, 16.500790513833984]""","""[-8.494855918075734, -14.024050632911397, -16.18790016277807, -12.216040955631406, -4.8777777777777755, -7.372727272727261, -13.694562175129949, -14.021615773022363, -10.903400054839606, -10.247095487409625, -4.490988927071404, -8.40347406138028]"""
xrp,681.8333333333333,-22.256888551941426,17,16,16,6,13.982099965832,10,-10.614948834693342,-0.97928133447799,"""[23.323665146230223, 5.255191256830604, 22.786334610472544, 4.696163069544369, 13.227688399661302, 14.603557312252969]""","""[-8.494855918075734, -15.339887111947323, -17.52526259089686, -7.250595882990243, -8.562623413258102, -14.752448657187992, -10.903400054839606, -10.425951729285888, -4.490988927071404, -8.40347406138028]"""
xrp,681.8333333333333,-6.0400534193887765,17,17,13,6,12.768804884400287,7,-11.807554675112925,-0.26575644475433385,"""[28.36262341325812, 5.140174672489082, 11.801928112354213, 4.696163069544369, 12.008382726502964, 14.603557312252969]""","""[-10.409400094473316, -15.457478833490127, -10.22060828526482, -20.064454976303317, -13.068864917872029, -4.87281405116457, -8.559261567222311]"""
xrp,681.8333333333333,14.12477939333853,17,18,11,6,11.81432689838781,5,-11.352236399397665,0.6214764827183905,"""[25.99304932735426, 2.683842794759822, 11.801928112354213, 4.696163069544369, 12.008382726502964, 13.702595359811232]""","""[-10.9777282328092, -17.621166509877707, -10.22060828526482, -13.068864917872029, -4.87281405116457]"""
xrp,681.8333333333333,6.3261966549638515,17,19,9,5,10.016229867230376,4,-10.938738170297006,0.27834646734135743,"""[22.662863534675623, 1.876712699702132, 11.801928112354213, 1.7312622629169432, 12.008382726502964]""","""[-14.660853927369757, -10.22060828526482, -13.828855111546947, -5.044635357006497]"""
xrp,681.8333333333333,5.53937311688035,17,20,9,4,11.709393579666454,5,-8.259640240357092,0.24372700098715794,"""[21.607790407540886, 1.876712699702132, 11.801928112354213, 11.55114309906858]""","""[-15.438415338415341, -6.182191780821917, -13.828855111546947, -0.44136974610624924, -5.407369224895007]"""
xrp,681.8333333333333,22.350285290091655,17,21,8,4,13.323476232469549,4,-7.735904909946634,0.9833906996373742,"""[21.607790407540886, 1.876712699702132, 18.342932728647025, 11.466469093988149]""","""[-18.759958838326092, -6.182191780821917, -0.44136974610624924, -5.560099274532277]"""
