coinpair,length_in_days,balance,config_length,config_multiplier,no_of_orders,number_of_profit_order,number_of_loss_order,average_profit,average_loss,profit_amounts,loss_amounts,avarage_pnl_per_month
xrp,682,-11,12,9,9,4,5,7.8,-8.6,"""[10.63, 8.83, 0.41, 11.52]""","""[-17.82, -4.69, -10.39, -2.14, -8.05]""",-0.5
xrp,682,4,12,10,7,3,4,8.2,-5.0,"""[9.71, 7.31, 7.54]""","""[-7.15, -1.21, -2.38, -9.4]""",0.2
xrp,682,20,12,11,6,3,3,13.9,-7.2,"""[6.42, 3.61, 31.77]""","""[-7.89, -2.98, -10.58]""",0.9
xrp,682,11,12,12,6,3,3,13.9,-10.0,"""[6.42, 3.61, 31.77]""","""[-12.87, -6.53, -10.58]""",0.5
xrp,682,37,12,13,4,3,1,17.1,-13.6,"""[4.83, 18.01, 28.41]""","""[-13.64]""",1.7
xrp,682,22,12,14,4,3,1,14.2,-19.8,"""[0.62, 15.89, 26.0]""","""[-19.8]""",1.0
xrp,682,17,12,15,4,2,2,18.8,-10.1,"""[12.27, 25.34]""","""[-19.8, -0.34]""",0.8
xrp,682,-6,12,16,4,2,2,15.4,-18.7,"""[8.84, 22.0]""","""[-20.82, -16.52]""",-0.3
xrp,682,16,12,17,3,2,1,13.2,-10.1,"""[8.84, 17.57]""","""[-10.06]""",0.7
xrp,682,7,12,18,3,2,1,9.6,-11.5,"""[3.59, 15.7]""","""[-11.48]""",0.3
xrp,682,32,12,19,2,1,1,49.5,-17.1,"""[49.48]""","""[-17.14]""",1.4
xrp,682,31,12,20,2,1,1,48.1,-16.1,"""[48.08]""","""[-16.11]""",1.4
xrp,682,30,12,21,2,1,1,46.7,-16.1,"""[46.68]""","""[-16.11]""",1.3
xrp,682,22,12,22,2,1,1,43.5,-21.3,"""[43.52]""","""[-21.31]""",1.0
xrp,682,37,12,23,1,1,0,37.1,,"""[37.06]""","""[]""",1.6
xrp,682,20,12,24,1,1,0,20.4,,"""[20.44]""","""[]""",0.9
xrp,682,-19,13,6,18,6,12,15.9,-9.6,"""[31.94, 7.39, 22.9, 6.61, 13.4, 13.43]""","""[-0.75, -11.38, -14.66, -16.58, -9.5, -2.94, -22.08, -10.27, -6.73, -9.22, -3.53, -7.35]""",-0.9
xrp,682,23,13,7,12,6,6,12.3,-8.4,"""[30.31, 4.79, 9.69, 4.5, 13.4, 11.27]""","""[-6.16, -2.86, -15.64, -7.77, -12.42, -5.73]""",1.0
xrp,682,17,13,8,9,5,4,9.8,-7.9,"""[24.87, 1.31, 9.69, 0.95, 12.18]""","""[-10.48, -2.86, -10.39, -8.05]""",0.8
xrp,682,0,13,9,8,4,4,7.6,-7.9,"""[10.63, 8.83, 0.41, 10.67]""","""[-17.82, -4.69, -0.86, -8.05]""",-0.0
xrp,682,5,13,10,7,3,4,8.4,-5.1,"""[10.48, 7.31, 7.54]""","""[-7.15, -1.26, -2.38, -9.52]""",0.2
xrp,682,20,13,11,6,3,3,13.9,-7.2,"""[6.42, 3.61, 31.77]""","""[-7.89, -3.21, -10.58]""",0.9
xrp,682,15,13,12,5,2,3,19.1,-7.5,"""[6.42, 31.77]""","""[-9.7, -6.53, -6.38]""",0.7
xrp,682,33,13,13,4,3,1,15.9,-14.5,"""[4.05, 17.63, 26.0]""","""[-14.51]""",1.5
xrp,682,20,13,14,4,3,1,13.5,-19.8,"""[1.09, 13.51, 26.0]""","""[-19.8]""",0.9
xrp,682,11,13,15,4,2,2,17.6,-11.9,"""[12.27, 23.01]""","""[-19.8, -4.01]""",0.5
xrp,682,-7,13,16,4,2,2,15.4,-19.3,"""[8.84, 22.0]""","""[-20.82, -17.83]""",-0.3
xrp,682,3,13,17,3,2,1,10.2,-17.1,"""[4.64, 15.7]""","""[-17.14]""",0.1
xrp,682,1,13,18,3,2,1,9.4,-17.1,"""[3.59, 15.26]""","""[-17.14]""",0.1
xrp,682,34,13,19,2,1,1,48.1,-14.0,"""[48.08]""","""[-14.03]""",1.5
xrp,682,47,13,20,1,1,0,47.3,,"""[47.33]""","""[]""",2.1
xrp,682,45,13,21,1,1,0,45.2,,"""[45.18]""","""[]""",2.0
xrp,682,45,13,22,1,1,0,45.2,,"""[45.18]""","""[]""",2.0
xrp,682,20,13,23,1,1,0,20.4,,"""[20.44]""","""[]""",0.9
xrp,682,20,13,24,1,1,0,20.4,,"""[20.44]""","""[]""",0.9
xrp,682,-3,14,6,17,6,11,17.0,-9.6,"""[30.31, 7.39, 21.11, 6.61, 19.22, 17.64]""","""[-0.42, -11.38, -16.58, -12.92, -2.94, -22.08, -13.04, -6.35, -9.22, -3.53, -7.35]""",-0.2
xrp,682,4,14,7,13,6,7,12.6,-10.1,"""[29.97, 4.79, 9.69, 4.5, 13.4, 13.43]""","""[-6.16, -2.86, -22.08, -15.64, -7.77, -10.63, -5.73]""",0.2
xrp,682,15,14,8,9,5,4,9.5,-7.9,"""[24.27, 1.31, 9.69, 0.95, 11.52]""","""[-10.48, -2.86, -10.39, -8.05]""",0.7
xrp,682,-2,14,9,8,3,5,9.5,-6.3,"""[10.63, 7.31, 10.67]""","""[-16.03, -5.37, -1.0, -0.96, -8.05]""",-0.1
xrp,682,31,14,10,6,3,3,17.0,-6.6,"""[9.71, 7.31, 34.05]""","""[-7.15, -2.09, -10.58]""",1.4
xrp,682,9,14,11,6,2,4,19.8,-7.5,"""[6.42, 33.18]""","""[-8.46, -4.61, -6.38, -10.58]""",0.4
xrp,682,13,14,12,5,2,3,19.1,-8.1,"""[6.42, 31.77]""","""[-11.33, -6.53, -6.38]""",0.6
xrp,682,23,14,13,4,3,1,14.5,-19.8,"""[4.05, 13.51, 26.0]""","""[-19.8]""",1.0
xrp,682,19,14,14,4,3,1,13.1,-19.8,"""[0.62, 12.81, 26.0]""","""[-19.8]""",0.9
xrp,682,8,14,15,4,2,2,15.9,-11.9,"""[8.84, 23.01]""","""[-19.8, -4.01]""",0.4
xrp,682,-17,14,16,4,2,2,12.4,-21.1,"""[4.64, 20.07]""","""[-20.82, -21.43]""",-0.8
xrp,682,3,14,17,3,2,1,10.2,-17.1,"""[4.64, 15.7]""","""[-17.14]""",0.1
xrp,682,3,14,18,3,2,1,8.9,-14.0,"""[3.59, 14.18]""","""[-14.03]""",0.2
xrp,682,21,14,19,2,1,1,39.0,-17.2,"""[39.02]""","""[-17.22]""",1.0
xrp,682,47,14,20,1,1,0,47.3,,"""[47.33]""","""[]""",2.1
xrp,682,45,14,21,1,1,0,45.2,,"""[45.18]""","""[]""",2.0
xrp,682,20,14,22,1,1,0,20.4,,"""[20.44]""","""[]""",0.9
xrp,682,20,14,23,1,1,0,20.4,,"""[20.44]""","""[]""",0.9
xrp,682,20,14,24,1,1,0,20.4,,"""[20.44]""","""[]""",0.9
xrp,682,-6,15,6,17,6,11,17.2,-10.0,"""[30.31, 7.39, 21.11, 6.61, 19.22, 18.51]""","""[-0.42, -13.74, -16.58, -12.92, -2.94, -22.08, -15.64, -6.35, -9.22, -2.82, -7.35]""",-0.3
xrp,682,-11,15,7,14,6,8,11.8,-10.3,"""[24.87, 4.79, 9.69, 4.5, 13.4, 13.43]""","""[-6.16, -2.86, -22.08, -15.64, -7.77, -12.72, -5.73, -9.16]""",-0.5
xrp,682,33,15,8,9,6,3,9.6,-8.0,"""[22.49, 1.72, 9.69, 0.95, 11.52, 11.27]""","""[-10.48, -5.37, -8.05]""",1.5
xrp,682,-1,15,9,8,4,4,7.5,-7.9,"""[9.71, 8.83, 0.95, 10.67]""","""[-15.51, -5.37, -1.26, -9.4]""",-0.1
xrp,682,-2,15,10,7,3,4,7.1,-5.8,"""[6.42, 7.31, 7.54]""","""[-8.46, -1.9, -2.38, -10.58]""",-0.1
xrp,682,6,15,11,6,2,4,19.8,-8.2,"""[6.42, 33.18]""","""[-10.9, -4.61, -6.38, -11.03]""",0.3
xrp,682,2,15,12,5,2,3,17.1,-10.6,"""[4.83, 29.3]""","""[-16.81, -8.73, -6.38]""",0.1
xrp,682,22,15,13,4,3,1,14.2,-19.8,"""[0.62, 13.51, 28.55]""","""[-19.8]""",1.0
xrp,682,12,15,14,4,2,2,18.2,-11.9,"""[12.81, 23.66]""","""[-19.8, -4.01]""",0.6
xrp,682,0,15,15,4,2,2,14.1,-14.0,"""[4.64, 23.66]""","""[-19.8, -8.16]""",0.0
xrp,682,10,15,16,3,2,1,12.4,-14.0,"""[4.64, 20.07]""","""[-14.03]""",0.5
xrp,682,9,15,17,3,2,1,11.7,-14.0,"""[4.64, 18.8]""","""[-14.03]""",0.4
xrp,682,1,15,18,3,2,1,8.9,-16.1,"""[3.59, 14.18]""","""[-16.11]""",0.1
xrp,682,48,15,19,1,1,0,48.4,,"""[48.39]""","""[]""",2.1
xrp,682,45,15,20,1,1,0,45.2,,"""[45.18]""","""[]""",2.0
xrp,682,20,15,21,1,1,0,20.4,,"""[20.44]""","""[]""",0.9
xrp,682,20,15,22,1,1,0,20.4,,"""[20.44]""","""[]""",0.9
xrp,682,20,15,23,1,1,0,20.4,,"""[20.44]""","""[]""",0.9
xrp,682,20,15,24,1,1,0,20.4,,"""[20.44]""","""[]""",0.9
xrp,682,9,16,6,16,6,10,17.2,-9.4,"""[30.31, 7.39, 21.11, 6.61, 19.22, 18.51]""","""[-0.63, -13.74, -16.58, -2.86, -22.08, -13.04, -6.35, -9.22, -2.82, -6.81]""",0.4
xrp,682,-8,16,7,14,6,8,11.6,-9.7,"""[24.27, 4.79, 9.69, 4.5, 12.63, 13.43]""","""[-6.16, -17.29, -2.94, -15.64, -6.73, -12.72, -5.73, -10.66]""",-0.4
xrp,682,12,16,8,10,6,4,7.6,-8.3,"""[10.63, 1.31, 9.69, 0.95, 11.52, 11.27]""","""[-10.48, -5.37, -10.9, -6.61]""",0.5
xrp,682,-4,16,9,8,4,4,7.4,-8.7,"""[9.71, 8.83, 0.59, 10.67]""","""[-15.51, -8.46, -1.26, -9.4]""",-0.2
xrp,682,-7,16,10,7,3,4,5.9,-6.3,"""[6.42, 3.61, 7.54]""","""[-10.19, -1.9, -2.38, -10.58]""",-0.3
xrp,682,12,16,11,5,2,3,19.8,-9.1,"""[6.42, 33.18]""","""[-16.41, -4.61, -6.38]""",0.5
xrp,682,-1,16,12,5,2,3,16.7,-11.6,"""[4.05, 29.3]""","""[-19.8, -8.73, -6.38]""",-0.1
