coinpair,length_in_days,balance,config_length,config_multiplier,no_of_orders,number_of_profit_order,number_of_loss_order,average_profit,average_loss,profit_amounts,loss_amounts,avarage_pnl_per_month
eth,689,-4,17,21,2,1,1,20.9,-25.8,"""[20.92]""","""[-25.83]""",-0.2
eth,689,-7,17,22,2,1,1,20.9,-28.8,"""[20.92]""","""[-28.84]""",-0.3
eth,689,37,18,7,15,6,9,18.9,-8.4,"""[5.25, 36.76, 18.6, 20.06, 1.65, 30.91]""","""[-9.19, -15.95, -6.7, -8.44, -4.89, -9.31, -9.38, -7.6, -4.03]""",1.6
eth,689,-4,18,8,12,4,8,14.9,-8.0,"""[5.25, 26.96, 16.72, 10.64]""","""[-13.12, -6.7, -9.48, -11.23, -9.38, -1.37, -8.67, -3.87]""",-0.2
eth,689,0,18,9,9,4,5,11.1,-8.8,"""[1.16, 20.31, 12.33, 10.64]""","""[-15.47, -6.7, -4.57, -10.04, -7.12]""",0.0
eth,689,-18,18,10,8,3,5,11.1,-10.3,"""[16.96, 7.32, 8.99]""","""[-22.51, -3.91, -12.02, -5.13, -8.06]""",-0.8
eth,689,-2,18,11,7,3,4,10.2,-8.2,"""[16.96, 11.34, 2.33]""","""[-4.7, -12.02, -6.9, -9.27]""",-0.1
eth,689,-19,18,12,6,3,3,7.2,-13.7,"""[11.14, 9.62, 0.73]""","""[-9.84, -21.47, -9.78]""",-0.9
eth,689,-30,18,13,6,2,4,6.0,-10.6,"""[4.41, 7.68]""","""[-9.84, -21.47, -0.7, -10.31]""",-1.3
eth,689,-29,18,14,5,2,3,3.5,-12.2,"""[1.34, 5.6]""","""[-21.47, -3.33, -11.65]""",-1.3
eth,689,-11,18,15,4,1,3,25.1,-12.2,"""[25.11]""","""[-3.49, -21.47, -11.71]""",-0.5
eth,689,-21,18,16,4,1,3,23.5,-14.9,"""[23.5]""","""[-9.14, -22.63, -12.88]""",-0.9
eth,689,-25,18,17,4,1,3,23.5,-16.2,"""[23.5]""","""[-9.87, -25.37, -13.31]""",-1.1
eth,689,-13,18,18,3,1,2,29.8,-21.7,"""[29.78]""","""[-15.01, -28.32]""",-0.6
eth,689,-23,18,19,3,1,2,25.0,-24.3,"""[25.01]""","""[-18.21, -30.49]""",-1.0
eth,689,-4,18,20,2,1,1,20.9,-25.8,"""[20.92]""","""[-25.83]""",-0.2
eth,689,-4,18,21,2,1,1,20.9,-25.8,"""[20.92]""","""[-25.83]""",-0.2
eth,689,-7,18,22,2,1,1,20.9,-28.8,"""[20.92]""","""[-28.84]""",-0.3
eth,689,36,19,7,15,6,9,19.1,-8.7,"""[5.25, 36.76, 18.6, 20.71, 2.2, 30.91]""","""[-9.19, -15.95, -6.7, -8.44, -7.49, -9.31, -9.38, -7.6, -4.03]""",1.6
eth,689,1,19,8,12,4,8,15.9,-7.7,"""[5.25, 26.96, 16.72, 14.58]""","""[-13.22, -6.7, -9.48, -8.61, -9.7, -1.37, -8.67, -3.87]""",0.1
eth,689,5,19,9,9,4,5,12.6,-8.9,"""[1.16, 26.16, 12.33, 10.64]""","""[-16.64, -6.7, -4.07, -10.04, -7.12]""",0.2
eth,689,-7,19,10,8,3,5,14.0,-9.9,"""[20.31, 11.13, 10.64]""","""[-22.51, -1.23, -12.02, -5.46, -8.06]""",-0.3
eth,689,0,19,11,7,3,4,12.0,-8.8,"""[16.96, 11.34, 7.74]""","""[-4.36, -12.02, -9.42, -9.27]""",0.0
eth,689,-19,19,12,6,3,3,7.2,-13.7,"""[11.14, 9.62, 0.73]""","""[-9.84, -21.47, -9.78]""",-0.9
eth,689,-28,19,13,6,2,4,6.6,-10.5,"""[4.41, 8.75]""","""[-9.84, -21.47, -0.48, -10.31]""",-1.3
eth,689,-28,19,14,5,2,3,3.5,-11.8,"""[1.34, 5.6]""","""[-21.47, -2.28, -11.65]""",-1.2
eth,689,-44,19,15,5,1,4,4.9,-12.3,"""[4.95]""","""[-5.99, -21.47, -8.92, -12.88]""",-1.9
eth,689,-21,19,16,4,1,3,23.5,-14.9,"""[23.5]""","""[-9.14, -22.63, -12.88]""",-0.9
eth,689,-27,19,17,4,1,3,23.5,-16.9,"""[23.5]""","""[-12.58, -24.74, -13.31]""",-1.2
eth,689,-17,19,18,3,1,2,29.8,-23.5,"""[29.78]""","""[-18.21, -28.71]""",-0.7
eth,689,-28,19,19,3,1,2,20.9,-24.5,"""[20.92]""","""[-18.21, -30.86]""",-1.2
eth,689,-4,19,20,2,1,1,20.9,-25.8,"""[20.92]""","""[-25.83]""",-0.2
eth,689,-4,19,21,2,1,1,20.9,-25.8,"""[20.92]""","""[-25.83]""",-0.2
eth,689,-8,19,22,2,1,1,20.9,-29.9,"""[20.92]""","""[-29.91]""",-0.4
eth,689,31,20,7,15,6,9,18.2,-8.6,"""[5.25, 35.53, 18.23, 20.71, 0.64, 28.67]""","""[-9.19, -15.95, -6.7, -7.9, -7.49, -9.31, -9.38, -7.6, -4.03]""",1.4
eth,689,0,20,8,12,4,8,15.9,-7.8,"""[5.25, 26.96, 16.72, 14.58]""","""[-13.61, -6.7, -9.48, -8.61, -9.7, -1.37, -8.67, -4.65]""",0.0
eth,689,4,20,9,9,4,5,12.6,-9.1,"""[1.16, 26.16, 12.33, 10.64]""","""[-16.64, -6.7, -4.57, -10.04, -7.77]""",0.2
eth,689,-9,20,10,8,3,5,13.3,-9.9,"""[16.96, 12.33, 10.64]""","""[-22.51, -1.0, -12.02, -5.46, -8.67]""",-0.4
eth,689,9,20,11,6,3,3,12.1,-9.0,"""[16.96, 11.34, 8.12]""","""[-4.7, -12.82, -9.42]""",0.4
eth,689,-17,20,12,6,3,3,7.2,-13.0,"""[11.14, 9.62, 0.73]""","""[-7.78, -21.47, -9.78]""",-0.8
eth,689,-29,20,13,6,2,4,6.6,-10.7,"""[4.41, 8.75]""","""[-9.84, -21.47, -0.48, -10.84]""",-1.3
eth,689,-42,20,14,6,2,4,3.5,-12.4,"""[1.34, 5.6]""","""[-14.02, -21.47, -2.28, -11.65]""",-1.8
eth,689,-43,20,15,5,1,4,4.9,-12.0,"""[4.95]""","""[-5.99, -21.47, -7.83, -12.88]""",-1.9
eth,689,-21,20,16,4,1,3,23.5,-15.0,"""[23.5]""","""[-9.14, -23.05, -12.88]""",-0.9
eth,689,-27,20,17,4,1,3,23.5,-17.0,"""[23.5]""","""[-11.86, -25.87, -13.31]""",-1.2
eth,689,-21,20,18,3,1,2,25.1,-23.5,"""[25.11]""","""[-18.21, -28.71]""",-0.9
eth,689,-28,20,19,3,1,2,20.9,-24.5,"""[20.92]""","""[-18.21, -30.86]""",-1.2
eth,689,-4,20,20,2,1,1,20.9,-25.8,"""[20.92]""","""[-25.83]""",-0.2
eth,689,-5,20,21,2,1,1,20.9,-26.2,"""[20.92]""","""[-26.24]""",-0.2
eth,689,-8,20,22,2,1,1,20.9,-29.9,"""[20.92]""","""[-29.91]""",-0.4
eth,689,6,21,7,14,5,9,16.9,-8.7,"""[5.25, 39.63, 18.23, 20.71, 0.64]""","""[-9.7, -15.95, -6.7, -7.9, -8.61, -10.46, -9.38, -6.08, -3.19]""",0.3
eth,689,6,21,8,11,4,7,16.1,-8.2,"""[5.25, 26.96, 17.54, 14.58]""","""[-15.12, -6.7, -9.48, -11.23, -1.81, -8.67, -4.59]""",0.3
eth,689,5,21,9,9,4,5,12.6,-9.0,"""[1.16, 26.16, 12.33, 10.64]""","""[-16.64, -6.7, -4.57, -10.04, -7.23]""",0.2
eth,689,-21,21,10,8,3,5,11.6,-11.3,"""[16.96, 7.32, 10.64]""","""[-22.51, -3.91, -12.02, -9.42, -8.67]""",-0.9
eth,689,9,21,11,6,3,3,12.0,-8.7,"""[16.39, 11.34, 8.12]""","""[-4.7, -12.02, -9.42]""",0.4
eth,689,-21,21,12,6,3,3,6.9,-13.9,"""[11.14, 8.75, 0.73]""","""[-9.84, -21.47, -10.31]""",-0.9
eth,689,-34,21,13,6,2,4,5.0,-11.1,"""[4.41, 5.6]""","""[-10.43, -21.47, -0.7, -11.65]""",-1.5
eth,689,-43,21,14,6,2,4,3.5,-12.7,"""[1.34, 5.6]""","""[-14.02, -21.47, -2.28, -12.88]""",-1.9
eth,689,-15,21,15,4,1,3,25.1,-13.4,"""[25.11]""","""[-5.99, -21.47, -12.88]""",-0.7
eth,689,-21,21,16,4,1,3,23.5,-15.1,"""[23.5]""","""[-9.14, -22.63, -13.52]""",-0.9
eth,689,-13,21,17,3,1,2,23.5,-18.3,"""[23.5]""","""[-11.86, -24.74]""",-0.6
eth,689,-21,21,18,3,1,2,25.1,-23.5,"""[25.11]""","""[-18.21, -28.71]""",-0.9
eth,689,-27,21,19,3,1,2,20.9,-24.3,"""[20.92]""","""[-18.21, -30.49]""",-1.2
eth,689,-4,21,20,2,1,1,20.9,-25.8,"""[20.92]""","""[-25.83]""",-0.2
eth,689,-5,21,21,2,1,1,20.9,-26.2,"""[20.92]""","""[-26.24]""",-0.2
eth,689,-8,21,22,2,1,1,20.9,-28.9,"""[20.92]""","""[-28.94]""",-0.3
eth,689,5,22,7,14,5,9,16.9,-8.7,"""[5.25, 39.63, 18.23, 20.71, 0.64]""","""[-10.87, -15.95, -6.7, -7.9, -8.61, -9.41, -9.38, -5.74, -4.03]""",0.3
eth,689,7,22,8,11,4,7,16.1,-8.2,"""[5.25, 26.96, 17.54, 14.58]""","""[-15.12, -6.7, -9.48, -11.23, -1.37, -8.67, -4.74]""",0.3
eth,689,5,22,9,9,4,5,12.6,-8.9,"""[1.16, 26.16, 12.33, 10.64]""","""[-17.49, -6.7, -4.57, -8.67, -7.23]""",0.2
eth,689,-19,22,10,8,3,5,11.4,-10.8,"""[16.96, 7.32, 9.89]""","""[-22.51, -1.23, -12.02, -9.42, -8.67]""",-0.9
eth,689,4,22,11,6,3,3,10.6,-9.0,"""[12.77, 11.34, 7.65]""","""[-4.7, -12.82, -9.42]""",0.2
eth,689,-23,22,12,6,2,4,9.2,-10.5,"""[10.67, 7.68]""","""[-9.84, -21.47, -0.48, -10.31]""",-1.0
eth,689,-38,22,13,6,2,4,3.5,-11.5,"""[1.34, 5.6]""","""[-10.44, -21.47, -2.28, -11.65]""",-1.7
eth,689,-15,22,14,5,2,3,16.4,-16.1,"""[0.83, 31.94]""","""[-14.02, -21.47, -12.88]""",-0.7
eth,689,-15,22,15,4,1,3,25.1,-13.4,"""[25.11]""","""[-5.99, -21.47, -12.88]""",-0.7
eth,689,-21,22,16,4,1,3,23.5,-15.2,"""[23.5]""","""[-9.14, -23.05, -13.31]""",-1.0
eth,689,-13,22,17,3,1,2,22.7,-18.3,"""[22.68]""","""[-11.86, -24.74]""",-0.6
eth,689,-21,22,18,3,1,2,25.1,-23.5,"""[25.11]""","""[-18.21, -28.71]""",-0.9
eth,689,-1,22,19,2,1,1,20.9,-22.9,"""[20.92]""","""[-22.92]""",-0.1
eth,689,-4,22,20,2,1,1,20.9,-25.8,"""[20.92]""","""[-25.83]""",-0.2
eth,689,-6,22,21,2,1,1,20.9,-27.9,"""[20.92]""","""[-27.86]""",-0.3
eth,689,-11,22,22,2,1,1,20.9,-32.0,"""[20.92]""","""[-32.02]""",-0.5
