coinpair,length_in_days,balance,config_length,config_multiplier,no_of_orders,number_of_profit_order,number_of_loss_order,average_profit,average_loss,profit_amounts,loss_amounts,avarage_pnl_per_month
sol,682,55,11,7,9,3,6,40.0,-10.7,"""[16.22, 71.28, 32.55]""","""[-12.65, -13.05, -15.97, -14.98, -3.29, -4.47]""",2.4
sol,682,24,11,8,9,3,6,36.6,-14.2,"""[9.66, 71.28, 28.76]""","""[-11.35, -16.29, -16.37, -24.13, -7.92, -9.31]""",1.1
sol,682,-30,11,9,9,3,6,27.0,-18.5,"""[1.05, 56.36, 23.46]""","""[-18.35, -21.29, -25.98, -26.15, -10.04, -9.31]""",-1.3
sol,682,-60,11,10,9,2,7,36.7,-19.1,"""[53.53, 19.83]""","""[-10.12, -21.44, -21.29, -27.83, -27.22, -14.59, -11.29]""",-2.7
sol,682,-45,11,11,8,2,6,36.3,-19.7,"""[52.69, 19.83]""","""[-11.64, -23.63, -23.73, -28.7, -16.82, -13.8]""",-2.0
sol,682,-54,11,12,7,2,5,30.1,-23.0,"""[46.5, 13.67]""","""[-12.95, -30.45, -23.73, -28.97, -18.75]""",-2.4
sol,682,-54,11,13,6,2,4,29.4,-28.4,"""[46.5, 12.25]""","""[-30.45, -25.85, -35.16, -22.13]""",-2.4
sol,682,-82,11,14,6,2,4,24.4,-32.8,"""[39.62, 9.19]""","""[-32.8, -27.25, -44.51, -26.69]""",-3.6
sol,682,-66,11,15,5,2,3,23.4,-37.8,"""[37.6, 9.19]""","""[-40.5, -45.36, -27.64]""",-2.9
sol,682,-43,11,16,4,2,2,15.1,-37.0,"""[25.18, 4.98]""","""[-45.36, -28.57]""",-1.9
sol,682,-71,11,17,4,2,2,12.9,-48.4,"""[22.29, 3.57]""","""[-62.94, -33.96]""",-3.1
sol,682,-77,11,18,4,2,2,11.1,-50.1,"""[21.09, 1.18]""","""[-65.94, -34.23]""",-3.4
sol,682,-91,11,19,4,1,3,15.5,-35.7,"""[15.54]""","""[-69.43, -35.15, -2.37]""",-4.0
sol,682,-78,11,20,3,1,2,1.4,-40.1,"""[1.4]""","""[-72.87, -7.37]""",-3.5
sol,682,-21,11,21,2,0,2,,-10.9,"""[]""","""[-10.26, -11.48]""",-1.0
sol,682,-21,11,22,2,0,2,,-10.9,"""[]""","""[-10.26, -11.48]""",-1.0
sol,682,-21,11,23,2,0,2,,-10.9,"""[]""","""[-10.26, -11.48]""",-1.0
sol,682,-22,11,24,2,0,2,,-11.3,"""[]""","""[-10.26, -12.44]""",-1.0
sol,682,16,12,6,13,4,9,31.2,-12.0,"""[4.88, 82.33, 5.11, 32.55]""","""[-21.45, -1.89, -10.58, -15.97, -16.25, -13.47, -4.29, -9.47, -15.06]""",0.7
sol,682,48,12,7,9,3,6,39.7,-11.8,"""[16.22, 71.28, 31.7]""","""[-12.65, -13.05, -15.97, -20.84, -3.29, -4.7]""",2.1
sol,682,18,12,8,9,3,6,34.8,-14.4,"""[9.66, 71.28, 23.46]""","""[-11.35, -16.29, -17.31, -24.13, -7.92, -9.31]""",0.8
sol,682,-39,12,9,9,3,6,24.8,-19.0,"""[1.05, 53.53, 19.83]""","""[-18.35, -21.29, -27.83, -26.15, -11.01, -9.31]""",-1.7
sol,682,-39,12,10,8,2,6,33.2,-17.7,"""[46.5, 19.83]""","""[-10.12, -18.7, -21.29, -27.83, -16.01, -12.28]""",-1.8
sol,682,-58,12,11,8,2,6,30.4,-19.9,"""[46.5, 14.2]""","""[-11.64, -23.63, -23.73, -28.7, -17.9, -13.8]""",-2.6
sol,682,-61,12,12,7,2,5,28.1,-23.5,"""[42.6, 13.67]""","""[-12.95, -30.45, -23.73, -30.25, -20.17]""",-2.7
sol,682,-59,12,13,6,2,4,26.4,-28.2,"""[40.54, 12.25]""","""[-30.45, -23.73, -36.41, -22.13]""",-2.6
sol,682,-90,12,14,6,2,4,20.9,-33.0,"""[32.59, 9.19]""","""[-32.8, -27.25, -44.51, -27.31]""",-4.0
sol,682,-76,12,15,5,2,3,18.9,-38.0,"""[29.52, 8.33]""","""[-40.5, -45.36, -28.03]""",-3.3
sol,682,-54,12,16,4,2,2,15.3,-42.8,"""[26.36, 4.32]""","""[-56.95, -28.57]""",-2.4
sol,682,-75,12,17,4,2,2,10.5,-48.4,"""[17.91, 3.09]""","""[-62.94, -33.96]""",-3.3
sol,682,-48,12,18,3,1,2,14.9,-31.5,"""[14.94]""","""[-62.94, -0.15]""",-2.1
sol,682,-53,12,19,3,1,2,12.6,-33.0,"""[12.63]""","""[-65.19, -0.9]""",-2.4
sol,682,5,12,20,2,1,1,12.6,-7.4,"""[12.63]""","""[-7.37]""",0.2
sol,682,-18,12,21,2,0,2,,-9.2,"""[]""","""[-10.26, -8.23]""",-0.8
sol,682,-21,12,22,2,0,2,,-10.9,"""[]""","""[-10.26, -11.48]""",-1.0
sol,682,-21,12,23,2,0,2,,-10.9,"""[]""","""[-10.26, -11.48]""",-1.0
sol,682,-24,12,24,2,0,2,,-12.0,"""[]""","""[-10.26, -13.76]""",-1.1
sol,682,19,13,6,13,4,9,31.3,-11.8,"""[5.35, 82.33, 5.11, 32.55]""","""[-21.45, -1.89, -10.58, -15.97, -14.79, -12.67, -4.29, -9.47, -15.06]""",0.8
sol,682,27,13,7,10,3,7,39.3,-12.9,"""[14.35, 71.28, 32.34]""","""[-13.19, -13.05, -15.97, -17.05, -20.84, -3.29, -6.58]""",1.2
